"Julianday","pH.A","Temp.A","Sal.A","Ox.A","pH.B","Temp.B","Sal.B","Ox.B","Temp.AF","Temp.BF"
130.474305555556,7.97,22.2,37.6,6.56,8.24,15.8,37.5,0,17.1,23.7
130.477777777778,7.97,22.2,37.6,6.55,8.24,15.8,37.5,0,16.9,23.7
130.48125,7.97,22.2,37.6,6.53,8.23,15.7,37.5,0,16.9,23.7
130.484722222222,7.97,22.2,37.6,6.54,8.24,15.7,37.5,0,16.9,23.7
130.488194444444,7.97,22.2,37.6,6.53,8.24,15.7,37.4,0,16.9,23.7
130.491666666667,7.97,22.2,37.6,6.5,8.24,15.6,37.5,0,16.7,23.7
130.495138888889,7.97,22.2,37.6,6.49,8.24,15.6,37.5,0,16.7,23.7
130.498611111111,7.97,22.2,37.6,6.48,8.24,15.5,37.5,0,16.7,23.7
130.502083333333,7.97,22.2,37.6,6.48,8.24,15.5,37.5,0,16.7,23.7
130.505555555556,7.97,22.2,37.6,6.5,8.24,15.4,37.5,0,16.5,23.7
130.509027777778,7.97,22.2,37.6,6.48,8.23,17.1,37.3,0,16.5,23.7
130.5125,7.98,22.2,37.6,6.48,8.22,17.3,37.3,0,16.5,23.7
130.515972222222,7.98,22.2,37.6,6.47,8.22,17.3,37.3,0,16.7,23.7
130.519444444444,7.98,22.2,37.6,6.44,8.22,17.3,37.3,0,16.7,23.7
130.522916666667,7.98,22.2,37.6,6.44,8.23,17.4,37.3,0,16.7,23.7
130.526388888889,7.98,22.2,37.6,6.43,8.23,17.4,37.3,0,16.7,23.7
130.529861111111,7.98,22.2,37.6,6.42,8.22,17.4,37.3,0,16.7,23.7
130.533333333333,7.98,22.2,37.6,6.43,8.22,17.5,37.4,0,16.7,23.7
130.536805555556,7.98,22.2,37.6,6.45,8.23,17.5,37.2,0,16.9,23.7
130.540277777778,7.98,22.1,37.6,6.44,8.22,17.5,37.3,0,16.9,23.7
130.54375,7.98,22.1,37.6,6.47,8.22,17.5,37.3,0,16.9,23.7
130.547222222222,7.98,22.1,37.6,6.46,8.23,17.6,37.3,0,16.9,23.7
130.550694444444,7.98,22.1,37.7,6.48,8.23,17.6,37.3,0,16.9,23.7
130.554166666667,7.98,22.1,37.7,6.48,8.22,17.6,37.3,0,16.9,23.7
130.557638888889,7.98,22.1,37.7,6.44,8.22,17.6,37.3,0,17.1,23.7
130.561111111111,7.98,22.1,37.6,6.43,8.23,17.6,37.3,0,17.1,23.7
130.564583333333,7.98,22.1,37.6,6.43,8.22,17.6,37.3,0,17.1,23.7
130.568055555556,7.98,22.1,37.6,6.46,8.23,17.7,37.2,0,17.1,23.7
130.571527777778,7.98,22.1,37.6,6.43,8.22,17.7,37.2,0,17.1,23.7
130.575,7.98,22.1,37.6,6.41,8.22,17.7,37.3,0,17.1,23.7
130.578472222222,7.98,22.1,37.6,6.43,8.22,17.7,37.3,0,17.1,23.5
130.581944444444,7.98,22,37.6,6.42,8.22,17.8,37.3,0,17.3,23.5
130.585416666667,7.98,22,37.6,6.44,8.22,17.8,37.3,0,17.3,23.5
130.588888888889,7.98,22,37.6,6.44,8.21,17.8,37.2,0,17.3,23.5
130.592361111111,7.99,22,37.7,6.47,8.21,17.9,37.2,0,17.3,23.5
130.595833333333,7.99,22,37.7,6.45,8.21,17.9,37.2,0,17.3,23.5
130.599305555556,7.99,22,37.7,6.43,8.21,17.9,37.2,0,17.3,23.5
130.602777777778,7.99,22,37.6,6.45,8.22,17.9,37.3,0,17.3,23.5
130.60625,7.99,22,37.6,6.38,8.22,17.9,37.2,0,17.3,23.5
130.609722222222,7.98,22,37.6,6.38,8.21,18,37.2,0,17.5,23.5
130.613194444444,7.98,22,37.6,6.37,8.22,18,37.3,0,17.5,23.5
130.616666666667,7.98,22,37.6,6.39,8.21,18,37.2,0,17.5,23.5
130.620138888889,7.98,21.9,37.6,6.39,8.21,18,37.3,0,17.5,23.5
130.623611111111,7.98,21.9,37.6,6.4,8.22,18.1,37.2,0,17.5,23.5
130.627083333333,7.98,21.9,37.6,6.4,8.22,18.1,37.2,0,17.5,23.5
130.630555555556,7.98,21.9,37.7,6.38,8.21,18.1,37.3,0,17.5,23.5
130.634027777778,7.98,21.9,37.7,6.39,8.21,18.1,37.3,0,17.5,23.5
130.6375,7.98,21.9,37.7,6.38,8.21,18.2,37.3,0,17.7,23.5
130.640972222222,7.98,21.9,37.7,6.38,8.21,18.2,37.3,0,17.7,23.5
130.644444444444,7.98,21.9,37.7,6.38,8.21,18.2,37.2,0,17.7,23.5
130.647916666667,7.98,21.9,37.7,6.38,8.21,18.2,37.2,0,17.7,23.5
130.651388888889,7.98,21.9,37.7,6.41,8.21,18.2,37.2,0,17.7,23.5
130.654861111111,7.98,21.9,37.7,6.41,8.21,18.3,37.2,0,17.7,23.5
130.658333333333,7.98,21.9,37.6,6.44,8.21,18.3,37.3,0,17.7,23.5
130.661805555556,7.98,21.9,37.6,6.42,8.21,18.3,37.1,0,17.7,23.3
130.665277777778,7.98,21.9,37.6,6.42,8.21,18.3,37.2,0,17.9,23.3
130.66875,7.99,21.8,37.7,6.41,8.21,18.3,37.2,0,17.9,23.3
130.672222222222,7.99,21.8,37.7,6.4,8.21,18.4,37.2,0,17.9,23.3
130.675694444444,7.99,21.8,37.7,6.41,8.21,18.4,37.2,0,17.9,23.3
130.679166666667,7.99,21.8,37.7,6.41,8.21,18.4,37.2,0,17.9,23.3
130.682638888889,7.99,21.8,37.7,6.4,8.21,18.4,37.3,0,17.9,23.3
130.686111111111,7.99,21.8,37.7,6.39,8.2,18.4,37.1,0,17.9,23.3
130.689583333333,7.98,21.8,37.7,6.4,8.2,18.4,37.2,0,17.9,23.3
130.693055555556,7.98,21.8,37.7,6.36,8.21,18.5,37.2,0,17.9,23.3
130.696527777778,7.99,21.8,37.7,6.39,8.21,17.5,37.3,0,18.1,23.3
130.7,7.99,21.8,37.7,6.4,8.23,16.7,37.3,0,17.9,23.3
130.703472222222,7.99,21.8,37.7,6.43,8.22,16.6,37.3,0,17.9,23.3
130.706944444444,7.98,21.8,37.7,6.42,8.23,16.6,37.4,0,17.9,23.3
130.710416666667,7.98,21.8,37.7,6.4,8.22,16.5,37.3,0,17.7,23.3
130.713888888889,7.98,21.8,37.7,6.41,8.23,16.4,37.4,0,17.7,23.3
130.717361111111,7.98,21.8,37.7,6.39,8.23,16.3,37.5,0,17.7,23.3
130.720833333333,7.98,21.8,37.7,6.41,8.23,16.3,37.4,0,17.7,23.3
130.724305555556,7.98,21.8,37.7,6.42,8.23,16.2,37.3,0,17.5,23.3
130.727777777778,7.98,21.8,37.7,6.44,8.23,16.2,37.4,0,17.5,23.3
130.73125,7.98,21.8,37.7,6.43,8.23,16.2,37.4,0,17.5,23.3
130.734722222222,7.98,21.8,37.7,6.44,8.23,16.1,37.5,0,17.3,23.3
130.738194444444,7.98,21.9,37.6,6.42,8.23,16.1,37.4,0,17.3,23.3
130.741666666667,7.98,21.9,37.6,6.42,8.23,16,37.5,0,17.3,23.3
130.745138888889,7.98,21.9,37.6,6.45,8.23,16,37.5,0,17.3,23.3
130.748611111111,7.98,21.9,37.6,6.43,8.23,15.9,37.5,0,17.1,23.3
130.752083333333,7.98,21.9,37.6,6.4,8.23,15.9,37.4,0,17.1,23.3
130.755555555556,7.98,21.9,37.7,6.4,8.23,15.8,37.4,0,17.1,23.3
130.759027777778,7.98,21.9,37.7,6.39,8.23,15.8,37.4,0,16.9,23.3
130.7625,7.98,21.9,37.7,6.41,8.23,15.7,37.5,0,16.9,23.3
130.765972222222,7.98,21.9,37.7,6.4,8.23,15.7,37.5,0,16.9,23.5
130.769444444444,7.98,21.9,37.7,6.43,8.23,15.7,37.4,0,16.9,23.5
130.772916666667,7.98,21.9,37.7,6.41,8.23,15.6,37.5,0,16.7,23.5
130.776388888889,7.98,21.9,37.7,6.41,8.24,15.6,37.5,0,16.7,23.5
130.779861111111,7.98,21.9,37.7,6.43,8.24,15.5,37.4,0,16.7,23.5
130.783333333333,7.98,21.9,37.7,6.41,8.24,15.5,37.5,0,16.7,23.5
130.786805555556,7.98,21.9,37.7,6.39,8.24,15.5,37.5,0,16.5,23.5
130.790277777778,7.98,21.9,37.6,6.43,8.24,15.4,37.4,0,16.5,23.5
130.79375,7.98,21.9,37.6,6.44,8.22,17,37.3,0,16.5,23.5
130.797222222222,7.98,21.9,37.6,6.46,8.22,17.3,37.3,0,16.5,23.5
130.800694444444,7.98,21.9,37.7,6.46,8.22,17.3,37.3,0,16.5,23.5
130.804166666667,7.98,21.9,37.7,6.45,8.21,17.3,37.2,0,16.7,23.5
130.807638888889,7.99,21.9,37.7,6.41,8.22,17.3,37.3,0,16.7,23.5
130.811111111111,7.98,21.9,37.7,6.41,8.22,17.4,37.3,0,16.7,23.5
130.814583333333,7.97,21.9,37.7,6.38,8.22,17.4,37.3,0,16.7,23.5
130.818055555556,7.98,21.9,37.7,6.37,8.22,17.4,37.3,0,16.7,23.5
130.821527777778,7.98,21.9,37.7,6.38,8.22,17.5,37.4,0,16.9,23.5
130.825,7.98,21.9,37.7,6.37,8.22,17.5,37.3,0,16.9,23.5
130.828472222222,7.98,21.9,37.7,6.37,8.22,17.5,37.3,0,16.9,23.5
130.831944444444,7.98,21.9,37.7,6.39,8.22,17.5,37.3,0,16.9,23.3
130.835416666667,7.98,21.9,37.7,6.39,8.22,17.6,37.3,0,16.9,23.3
130.838888888889,7.99,21.9,37.7,6.38,8.22,17.6,37.2,0,16.9,23.3
130.842361111111,7.98,21.9,37.7,6.35,8.22,17.6,37.2,0,16.9,23.3
130.845833333333,7.98,21.8,37.7,6.35,8.22,17.6,37.3,0,17.1,23.3
130.849305555556,7.99,21.8,37.7,6.37,8.22,17.7,37.3,0,17.1,23.3
130.852777777778,7.99,21.8,37.7,6.36,8.22,17.7,37.3,0,17.1,23.3
130.85625,7.99,21.8,37.7,6.38,8.22,17.7,37.2,0,17.1,23.3
130.859722222222,7.99,21.8,37.7,6.36,8.21,17.7,37.2,0,17.1,23.3
130.863194444444,7.99,21.8,37.7,6.33,8.22,17.7,37.3,0,17.1,23.3
130.866666666667,7.99,21.8,37.7,6.34,8.22,17.8,37.3,0,17.1,23.3
130.870138888889,7.99,21.8,37.7,6.38,8.22,17.8,37.3,0,17.3,23.3
130.873611111111,7.99,21.8,37.7,6.38,8.22,17.8,37.2,0,17.3,23.3
130.877083333333,7.99,21.8,37.7,6.36,8.23,17.9,37.2,0,17.3,23.3
130.880555555556,7.99,21.8,37.7,6.34,8.22,17.9,37.3,0,17.3,23.3
130.884027777778,7.99,21.8,37.7,6.36,8.23,17.9,37.3,0,17.3,23.3
130.8875,7.99,21.8,37.7,6.37,8.23,17.9,37.3,0,17.3,23.3
130.890972222222,7.99,21.7,37.7,6.37,8.23,17.9,37.2,0,17.3,23.3
130.894444444444,7.99,21.7,37.7,6.38,8.23,17.9,37.2,0,17.3,23.3
130.897916666667,7.99,21.7,37.7,6.38,8.23,18,37.2,0,17.5,23.3
130.901388888889,7.99,21.7,37.7,6.38,8.22,18,37.2,0,17.5,23.3
130.904861111111,7.99,21.7,37.7,6.4,8.23,18,37.2,0,17.5,23.3
130.908333333333,7.99,21.7,37.7,6.42,8.23,18,37.3,0,17.5,23.3
130.911805555556,7.99,21.7,37.7,6.43,8.23,18.1,37.1,0,17.5,23.3
130.915277777778,7.99,21.7,37.7,6.45,8.22,18.1,37.2,0,17.5,23.3
130.91875,7.99,21.7,37.7,6.44,8.23,18.1,37.2,0,17.5,23.3
130.922222222222,7.99,21.7,37.7,6.42,8.22,18.1,37.2,0,17.5,23.1
130.925694444444,7.99,21.7,37.7,6.43,8.22,18.1,37.3,0,17.7,23.1
130.929166666667,7.99,21.7,37.7,6.44,8.22,18.2,37.2,0,17.7,23.1
130.932638888889,7.99,21.6,37.7,6.42,8.22,18.2,37.3,0,17.7,23.1
130.936111111111,7.99,21.6,37.7,6.44,8.23,18.2,37.2,0,17.7,23.1
130.939583333333,7.99,21.6,37.8,6.44,8.22,18.2,37.1,0,17.7,23.1
130.943055555556,7.99,21.6,37.8,6.44,8.22,18.2,37.2,0,17.7,23.1
130.946527777778,7.99,21.6,37.8,6.43,8.23,18.2,37.2,0,17.7,23.1
130.95,8,21.6,37.8,6.43,8.23,18.3,37.2,0,17.7,23.1
130.953472222222,7.99,21.6,37.7,6.43,8.22,18.3,37.2,0,17.7,23.1
130.956944444444,7.99,21.6,37.7,6.39,8.22,18.3,37.3,0,17.7,23.1
130.960416666667,8,21.6,37.7,6.39,8.22,18.3,37.1,0,17.9,23.1
130.963888888889,7.99,21.6,37.7,6.4,8.22,18.3,37.2,0,17.9,23.1
130.967361111111,8,21.5,37.8,6.4,8.22,18.3,37.2,0,17.9,23.1
130.970833333333,8,21.5,37.8,6.4,8.22,18.3,37.2,0,17.9,23.1
130.974305555556,8,21.5,37.8,6.39,8.22,18.3,37.2,0,17.9,23.1
130.977777777778,8,21.5,37.8,6.38,8.22,18.4,37.2,0,17.9,23.1
130.98125,8,21.5,37.8,6.42,8.22,18.4,37.3,0,17.9,23.1
130.984722222222,8,21.5,37.7,6.4,8.22,18.4,37.1,0,17.9,22.9
130.988194444444,8,21.5,37.7,6.41,8.22,18.4,37.1,0,17.9,22.9
130.991666666667,8,21.4,37.7,6.41,8.22,18.4,37.3,0,17.9,22.9
130.995138888889,8,21.4,37.7,6.42,8.22,18.4,37.1,0,17.9,22.9
130.998611111111,7.99,21.4,37.8,6.43,8.22,18.5,37.2,0,17.9,22.9
131.002083333333,8,21.4,37.8,6.43,8.22,18.5,37.2,0,18.1,22.9
131.005555555556,8,21.4,37.8,6.41,8.22,18.1,37.2,0,18.1,22.9
131.009027777778,8,21.4,37.8,6.43,8.24,16.9,37.3,0,18.1,22.9
131.0125,8,21.4,37.8,6.43,8.24,16.6,37.4,0,17.9,22.9
131.015972222222,7.99,21.4,37.8,6.44,8.24,16.5,37.3,0,17.9,22.9
131.019444444444,7.99,21.4,37.8,6.44,8.24,16.5,37.4,0,17.7,22.9
131.022916666667,7.97,21.4,37.8,6.44,8.25,16.4,37.3,0,17.7,22.9
131.026388888889,7.97,21.4,37.8,6.42,8.24,16.3,37.4,0,17.7,22.9
131.029861111111,7.98,21.4,37.8,6.42,8.25,16.2,37.5,0,17.5,22.9
131.033333333333,7.98,21.4,37.8,6.43,8.25,16.2,37.4,0,17.5,22.9
131.036805555556,7.99,21.4,37.8,6.44,8.25,16.1,37.5,0,17.5,22.9
131.040277777778,7.99,21.4,37.8,6.44,8.25,16.1,37.4,0,17.3,22.9
131.04375,7.99,21.4,37.8,6.43,8.24,16.1,37.4,0,17.3,22.9
131.047222222222,7.99,21.4,37.8,6.43,8.25,16,37.4,0,17.3,22.9
131.050694444444,7.99,21.4,37.8,6.4,8.25,16,37.4,0,17.1,22.9
131.054166666667,7.99,21.4,37.8,6.41,8.24,15.9,37.4,0,17.1,22.9
131.057638888889,7.99,21.4,37.8,6.41,8.25,15.9,37.5,0,17.1,22.9
131.061111111111,7.99,21.4,37.8,6.39,8.25,15.8,37.4,0,16.9,22.9
131.064583333333,7.99,21.4,37.8,6.41,8.25,15.8,37.5,0,16.9,22.9
131.068055555556,7.99,21.4,37.8,6.39,8.25,15.7,37.4,0,16.9,22.9
131.071527777778,7.99,21.4,37.8,6.39,8.25,15.7,37.4,0,16.9,22.9
131.075,7.99,21.4,37.8,6.4,8.26,15.6,37.5,0,16.7,22.9
131.078472222222,7.99,21.5,37.7,6.37,8.26,15.6,37.5,0,16.7,22.9
131.081944444444,7.99,21.4,37.7,6.37,8.25,15.5,37.5,0,16.7,22.9
131.085416666667,7.99,21.4,37.7,6.38,8.25,15.5,37.5,0,16.7,22.9
131.088888888889,7.98,21.4,37.7,6.39,8.25,15.4,37.6,0,16.5,22.9
131.092361111111,7.98,21.5,37.7,6.39,8.24,17.1,37.3,0,16.5,22.9
131.095833333333,7.99,21.4,37.7,6.38,8.23,17.3,37.3,0,16.5,22.9
131.099305555556,7.99,21.4,37.8,6.36,8.23,17.3,37.4,0,16.5,22.9
131.102777777778,7.99,21.4,37.8,6.36,8.24,17.3,37.3,0,16.7,22.9
131.10625,7.99,21.4,37.8,6.37,8.23,17.3,37.3,0,16.7,22.9
131.109722222222,7.99,21.4,37.8,6.37,8.23,17.3,37.3,0,16.7,22.9
131.113194444444,8,21.4,37.8,6.36,8.23,17.4,37.3,0,16.7,22.9
131.116666666667,8,21.4,37.8,6.38,8.23,17.4,37.3,0,16.7,22.9
131.120138888889,8,21.4,37.8,6.35,8.24,17.4,37.3,0,16.7,22.9
131.123611111111,8,21.4,37.8,6.34,8.23,17.4,37.3,0,16.9,22.9
131.127083333333,8,21.4,37.8,6.33,8.23,17.5,37.2,0,16.9,22.9
131.130555555556,7.99,21.3,37.8,6.35,8.23,17.5,37.4,0,16.9,22.9
131.134027777778,8,21.3,37.8,6.34,8.23,17.5,37.3,0,16.9,22.9
131.1375,8,21.3,37.8,6.36,8.23,17.5,37.2,0,16.9,22.9
131.140972222222,8,21.3,37.8,6.36,8.23,17.5,37.3,0,16.9,22.9
131.144444444444,8,21.3,37.8,6.37,8.24,17.5,37.3,0,16.9,22.7
131.147916666667,8,21.6,37.7,6.4,8.23,17.6,37.2,0,16.9,22.7
131.151388888889,7.99,22.2,37.7,6.39,8.23,17.6,37.3,0,17.1,22.9
131.154861111111,7.99,22.3,37.7,6.46,8.24,17.6,37.3,0,17.1,22.9
131.158333333333,7.98,22.3,37.7,6.51,8.23,17.6,37.3,0,17.1,22.9
131.161805555556,7.98,22.4,37.7,6.5,8.23,17.7,37.3,0,17.1,22.9
131.165277777778,7.98,22.4,37.6,6.53,8.23,17.7,37.3,0,17.1,22.9
131.16875,7.97,22.4,37.7,6.54,8.23,17.7,37.3,0,17.1,22.9
131.172222222222,7.98,22.5,37.7,6.56,8.23,17.7,37.2,0,17.1,23.1
131.175694444444,7.98,22.5,37.6,6.57,8.23,17.7,37.2,0,17.1,23.1
131.179166666667,7.97,22.5,37.6,6.56,8.23,17.7,37.2,0,17.1,23.1
131.182638888889,7.98,22.6,37.7,6.56,8.23,17.8,37.2,0,17.3,23.1
131.186111111111,7.98,22.6,37.6,6.58,8.23,17.8,37.3,0,17.3,23.1
131.189583333333,7.98,22.6,37.6,6.55,8.23,17.8,37.3,0,17.3,23.3
131.193055555556,7.97,22.7,37.6,6.56,8.23,17.8,37.3,0,17.3,23.3
131.196527777778,7.97,22.7,37.6,6.56,8.22,17.9,37.2,0,17.3,23.3
131.2,7.97,22.7,37.6,6.55,8.23,17.8,37.3,0,17.3,23.3
131.203472222222,7.97,22.7,37.6,6.57,8.23,17.9,37.2,0,17.3,23.3
131.206944444444,7.98,22.8,37.6,6.57,8.23,17.9,37.2,0,17.3,23.3
131.210416666667,7.98,22.8,37.6,6.56,8.22,17.9,37.3,0,17.3,23.5
131.213888888889,7.98,22.8,37.6,6.53,8.22,17.9,37.3,0,17.3,23.5
131.217361111111,7.98,22.9,37.6,6.55,8.22,17.9,37.2,0,17.5,23.5
131.220833333333,7.97,22.9,37.6,6.56,8.22,18,37.2,0,17.5,23.5
131.224305555556,7.97,22.9,37.6,6.57,8.22,18,37.3,0,17.5,23.5
131.227777777778,7.97,23,37.6,6.57,8.22,18,37.2,0,17.5,23.5
131.23125,7.97,23,37.6,6.56,8.22,18,37.2,0,17.5,23.7
131.234722222222,7.97,23,37.6,6.54,8.22,18,37.3,0,17.5,23.7
131.238194444444,7.97,23.1,37.6,6.56,8.22,18,37.3,0,17.5,23.7
131.241666666667,7.96,23.1,37.6,6.58,8.22,18.1,37.2,0,17.5,23.7
131.245138888889,7.98,23.1,37.6,6.6,8.22,18.1,37.2,0,17.5,23.7
131.248611111111,7.98,23.1,37.6,6.6,8.21,18.1,37.2,0,17.5,23.7
131.252083333333,7.98,23.2,37.6,6.6,8.21,18.1,37.2,0,17.5,23.9
131.255555555556,7.98,22.3,37.7,6.51,8.21,18.1,37.2,0,17.7,23.7
131.259027777778,7.99,22.2,37.7,6.5,8.22,18.2,37.2,0,17.7,23.7
131.2625,7.99,22.2,37.7,6.52,8.22,18.2,37.2,0,17.7,23.7
131.265972222222,7.99,22.2,37.7,6.49,8.21,18.2,37.2,0,17.7,23.7
131.269444444444,7.99,22.2,37.7,6.44,8.22,18.2,37.1,0,17.7,23.7
131.272916666667,7.99,22.1,37.7,6.47,8.21,18.2,37.2,0,17.7,23.7
131.276388888889,7.99,22.1,37.7,6.49,8.22,18.2,37.2,0,17.7,23.7
131.279861111111,7.99,22.1,37.7,6.49,8.21,18.3,37.2,0,17.7,23.7
131.283333333333,7.98,22.1,37.7,6.48,8.22,18.3,37.2,0,17.7,23.7
131.286805555556,7.99,22.1,37.7,6.47,8.22,18.3,37.2,0,17.7,23.7
131.290277777778,7.99,22.1,37.7,6.48,8.21,18.3,37.1,0,17.7,23.7
131.29375,7.99,22,37.7,6.5,8.21,18.3,37.1,0,17.7,23.7
131.297222222222,7.99,22,37.7,6.51,8.21,18.3,37.2,0,17.9,23.5
131.300694444444,7.98,22,37.7,6.51,8.22,18.3,37.1,0,17.9,23.5
131.304166666667,7.98,22,37.8,6.48,8.22,18.3,37.2,0,17.9,23.5
131.307638888889,7.98,22,37.8,6.49,8.21,18.4,37.2,0,17.9,23.5
131.311111111111,7.98,22,37.8,6.49,8.21,18.4,37.2,0,17.9,23.5
131.314583333333,7.99,22,37.7,6.48,8.22,18.4,37.2,0,17.9,23.5
131.318055555556,7.99,21.9,37.7,6.49,8.22,18.4,37.1,0,17.9,23.5
131.321527777778,7.99,21.9,37.7,6.48,8.22,18.4,37.1,0,17.9,23.5
131.325,7.99,21.9,37.7,6.47,8.22,18.4,37.2,0,17.9,23.5
131.328472222222,7.99,21.9,37.7,6.47,8.21,18.4,37.2,0,17.9,23.5
131.331944444444,7.99,21.9,37.8,6.49,8.21,18.5,37.2,0,18.1,23.5
131.335416666667,7.99,21.9,37.8,6.49,8.22,18.5,37.1,0,18.1,23.5
131.338888888889,7.99,21.9,37.8,6.48,8.21,18.5,37.2,0,18.1,23.5
131.342361111111,7.99,21.8,37.8,6.48,8.22,17.5,37.3,0,18.1,23.3
131.345833333333,7.99,21.8,37.8,6.48,8.23,16.9,37.3,0,18.1,23.3
131.349305555556,7.99,21.8,37.7,6.47,8.23,16.7,37.4,0,17.9,23.3
131.352777777778,7.99,21.8,37.7,6.49,8.23,16.6,37.4,0,17.9,23.3
131.35625,7.99,21.8,37.7,6.48,8.23,16.5,37.3,0,17.9,23.3
131.359722222222,7.99,21.8,37.7,6.49,8.23,16.4,37.4,0,17.7,23.3
131.363194444444,7.99,21.8,37.7,6.47,8.23,16.4,37.5,0,17.7,23.3
131.366666666667,7.99,21.8,37.7,6.49,8.23,16.3,37.4,0,17.7,23.3
131.370138888889,7.99,21.8,37.7,6.47,8.23,16.2,37.4,0,17.5,23.3
131.373611111111,7.98,21.8,37.7,6.48,8.23,16.1,37.4,0,17.5,23.3
131.377083333333,7.98,21.8,37.7,6.46,8.23,16.1,37.5,0,17.3,23.3
131.380555555556,7.98,21.8,37.7,6.48,8.23,16,37.4,0,17.3,23.3
131.384027777778,7.98,21.8,37.7,6.49,8.23,16,37.4,0,17.3,23.3
131.3875,7.98,21.8,37.7,6.5,8.23,16,37.5,0,17.3,23.3
131.390972222222,7.98,21.8,37.7,6.46,8.23,15.9,37.4,0,17.1,23.3
131.394444444444,7.98,21.8,37.7,6.48,8.23,15.9,37.4,0,17.1,23.3
131.397916666667,7.98,21.8,37.7,6.49,8.23,15.8,37.5,0,17.1,23.3
131.401388888889,7.99,21.8,37.7,6.51,8.23,15.8,37.4,0,16.9,23.3
131.404861111111,7.99,21.8,37.7,6.49,8.23,15.7,37.5,0,16.9,23.3
131.408333333333,7.99,21.8,37.7,6.47,8.23,15.7,37.4,0,16.9,23.3
131.411805555556,7.98,21.9,37.7,6.49,8.24,15.7,37.4,0,16.9,23.3
131.415277777778,7.98,21.8,37.7,6.48,8.23,15.6,37.5,0,16.7,23.3
131.41875,7.98,21.9,37.7,6.47,8.23,15.5,37.5,0,16.7,23.3
131.422222222222,7.98,21.8,37.8,6.51,8.23,15.5,37.6,0,16.7,23.3
131.425694444444,7.98,21.9,37.8,6.47,8.23,15.5,37.5,0,16.5,23.3
131.429166666667,7.98,21.9,37.8,6.47,8.23,16.7,37.3,0,16.5,23.3
131.432638888889,7.98,21.8,37.8,6.47,8.22,17.3,37.3,0,16.5,23.3
131.436111111111,7.99,21.8,37.7,6.48,8.22,17.3,37.4,0,16.5,23.3
131.439583333333,7.99,21.8,37.8,6.48,8.22,17.3,37.4,0,16.7,23.3
131.443055555556,7.99,21.8,37.8,6.46,8.22,17.3,37.3,0,16.7,23.3
131.446527777778,7.99,21.8,37.8,6.44,8.22,17.4,37.3,0,16.7,23.3
131.45,7.99,21.8,37.8,6.44,8.22,17.4,37.3,0,16.7,23.3
131.453472222222,7.99,21.8,37.8,6.41,8.22,17.4,37.3,0,16.7,23.3
131.456944444444,7.99,21.8,37.8,6.43,8.22,17.4,37.4,0,16.7,23.3
131.460416666667,7.99,21.8,37.8,6.41,8.22,17.5,37.2,0,16.9,23.3
131.463888888889,7.99,21.7,37.8,6.44,8.22,17.5,37.3,0,16.9,23.3
131.467361111111,7.99,21.7,37.8,6.45,8.22,17.5,37.3,0,16.9,23.3
131.470833333333,7.99,21.7,37.8,6.42,8.21,17.5,37.2,0,16.9,23.3
131.474305555556,7.99,21.7,37.8,6.41,8.22,17.5,37.3,0,16.9,23.3
131.477777777778,7.99,21.7,37.8,6.43,8.22,17.6,37.3,0,16.9,23.3
131.48125,7.99,21.7,37.8,6.42,8.22,17.6,37.3,0,16.9,23.3
131.484722222222,7.99,21.7,37.8,6.42,8.22,17.6,37.2,0,16.9,23.1
131.488194444444,7.99,21.7,37.8,6.44,8.22,17.6,37.3,0,17.1,23.1
131.491666666667,7.99,21.7,37.8,6.44,8.22,17.6,37.3,0,17.1,23.1
131.495138888889,7.99,21.7,37.8,6.44,8.22,17.7,37.3,0,17.1,23.1
131.498611111111,7.99,21.6,37.8,6.43,8.22,17.7,37.2,0,17.1,23.1
131.502083333333,7.99,21.6,37.8,6.44,8.22,17.7,37.3,0,17.1,23.1
131.505555555556,7.99,21.6,37.8,6.42,8.21,17.7,37.2,0,17.1,23.1
131.509027777778,7.99,21.6,37.8,6.44,8.22,17.7,37.3,0,17.1,23.1
131.5125,7.99,21.6,37.8,6.43,8.21,17.8,37.3,0,17.1,23.1
131.515972222222,7.99,21.6,37.8,6.44,8.22,17.8,37.3,0,17.3,23.1
131.519444444444,7.99,21.6,37.9,6.42,8.22,17.8,37.2,0,17.3,23.1
131.522916666667,7.99,21.6,37.8,6.44,8.21,17.8,37.2,0,17.3,23.1
131.526388888889,7.99,21.6,37.8,6.44,8.22,17.8,37.3,0,17.3,23.1
131.529861111111,7.99,21.6,37.8,6.44,8.21,17.9,37.2,0,17.3,23.1
131.533333333333,7.99,21.5,37.8,6.43,8.22,17.9,37.3,0,17.3,23.1
131.536805555556,7.99,21.5,37.8,6.41,8.22,17.9,37.2,0,17.3,23.1
131.540277777778,7.99,21.5,37.8,6.42,8.21,17.9,37.2,0,17.3,23.1
131.54375,7.99,21.5,37.8,6.43,8.21,18,37.2,0,17.5,23.1
131.547222222222,8,21.5,37.8,6.44,8.21,17.9,37.2,0,17.5,23.1
131.550694444444,8,21.5,37.9,6.41,8.22,18,37.3,0,17.5,22.9
131.554166666667,8,21.5,37.9,6.42,8.22,18,37.3,0,17.5,22.9
131.557638888889,8,21.5,37.9,6.39,8.21,18,37.3,0,17.5,22.9
131.561111111111,8,21.5,37.8,6.4,8.22,18,37.3,0,17.5,22.9
